1181,Washington St @ Oakland St,42.323462,-71.0896
1170,Washington St @ ML King Blvd,42.321749,-71.091752
1182,Washington St @ Valentine St,42.321772,-71.091899
1928,Ipswich St @ Boylston St,42.345375,-71.095339
1564,Brookline Ave @ Newbury St,42.348376,-71.097247
1518,Brookline Ave opp Yawkey Way,42.346894,-71.098925
1563,Brookline Ave @ Yawkey Way,42.346694,-71.098982
1923,Boylston St @ Jersey St,42.344621,-71.097778
1499,Dudley St @ W Cottage St,42.321257,-71.072268
14831,Dudley St opp Howard Ave,42.320105,-71.071148
1501,Dudley St @ Alexander St,42.31871,-71.069253
1338,Walnut Ave @ Rockland St,42.322364,-71.084855
404,Warren St opp Waverly St,42.321536,-71.082102
1342,Walnut Ave @ Humboldt Ave,42.320697,-71.086075
393,Warren St @ Woodbine St,42.319956,-71.08138
405,Warren St opp Woodbine St,42.319932,-71.081628
1571,Blue Hill Ave @ Ingleside St,42.317317,-71.077926
1582,Blue Hill Ave @ Edgewood St,42.31715,-71.078086
392,Warren St @ Maywood St,42.318157,-71.081788
1340,Walnut Ave @ Circuit St,42.323789,-71.083852
1570,Blue Hill Ave @ Woodcliff St,42.316121,-71.078104
15820,Blue Hill Ave @ Maywood St,42.315952,-71.078268
394,Warren St @ Waverly St,42.321585,-71.081813
157,W Broadway @ Dorchester St,42.335514,-71.045823
20,Dorchester St @ E Broadway,42.335377,-71.045728
21,E Broadway @ G St,42.335407,-71.044392
45,E Broadway @ G St,42.335505,-71.044151
15,Dorchester St @ Vinton St,42.330711,-71.054541
25202,Preble St @ Vinton St,42.329338,-71.053031
284,E 8th St @ Old Harbor St,42.331286,-71.047299
283,E 8th St @ Covington St,42.331295,-71.046082
51,Dorchester St @ Middle St,42.330763,-71.054677
5201,Preble St @ Old Colony Ave,42.32925,-71.052935
15201,Preble St @ Rogers St,42.329221,-71.055387
259,E 8th St @ Old Harbor St,42.331193,-71.047219
260,E 8th St @ Covington St,42.331204,-71.045994
16551,Congress St @ Franklin St,42.355505,-71.055613
Boat-Rowes,"Rowes Wharf, Boston",42.355721,-71.049897
223,Atlantic Ave @ Rowes Wharf,42.356271,-71.050665
6555,Surface Artery @ Kneeland St,42.350317,-71.059704
238,Congress St @ Sleeper St,42.351431,-71.050259
30239,Congress St @ A St,42.350324,-71.048513
11219,A St @ Necco St,42.348062,-71.050338
26551,Congress St @ Atlantic Ave,42.353297,-71.05335
74616,Courthouse - Inbound,42.35245,-71.04685
11511,Sleeper St @ Seaport Blvd,42.353701,-71.048122
21511,Sleeper St @ Seaport Blvd,42.353217,-71.048279
30233,Atlantic Ave @ Milk St,42.358674,-71.051461
2832,N Washington St @ Thacher St,42.365195,-71.058265
1319,Tremont St opp Wigglesworth St,42.333785,-71.103909
1317,Huntington Ave opp Fenwood Rd,42.334229,-71.104609
1362,Tremont St @ Huntington Ave,42.333906,-71.103897
1322,Tremont St @ Sewall St,42.331819,-71.097819
11781,Ave Louis Pasteur @ The Fenway,42.340233,-71.100839
11803,Longwood Ave @ Binney St,42.338198,-71.105937
1778,Brookline Ave @ Short St,42.340433,-71.105716
1221,Columbus Ave @ Cedar St,42.328012,-71.096921
1141,Centre St @ Marcella St,42.326102,-71.096534
13590,Tremont St @ Tobin Community Center,42.332118,-71.098589
1140,Centre St @ Highland St,42.324791,-71.097571
1153,Centre St @ Columbus Ave,42.324917,-71.09811
1183,Washington St @ Marcella St,42.320851,-71.093122
1337,Humboldt Ave @ Walnut Ave,42.320519,-71.085947
1344,Humboldt Ave @ ML King Blvd,42.319224,-71.086073
1168,Washington St @ Townsend St,42.319958,-71.094067
1185,Washington St @ Dimock St,42.318908,-71.09529
1169,Washington St @ Brinton St,42.320829,-71.092974
1184,Washington St opp Townsend St,42.320155,-71.094006
1167,Washington St opp Dimock St,42.318899,-71.095139
1218,Columbus Ave @ Ritchie St,42.32231,-71.098264
1926,Queensberry St @ Jersey St,42.342769,-71.097113
8993,Brookline Ave opp Newbury St,42.348346,-71.097432
941,Commonwealth Ave @ Blandford St,42.34897,-71.099643
place-bland,Blandford Street,42.349293,-71.100258
Yawkey,Yawkey,42.347581,-71.099974
1927,Jersey St @ Boylston,42.344478,-71.097768
1562,132 Brookline Ave opp Fullerton St,42.344767,-71.101006
951,Commonwealth Ave @ Silber Way,42.349458,-71.10074
1519,Brookline Ave @ Fullerton St,42.344775,-71.101154
1922,Ipswich St @ Boylston St,42.345285,-71.095432
1924,Kilmarnock St @ Peterborough St,42.343165,-71.099663
1500,Dudley St @ Howard Ave,42.320062,-71.071274
11482,Dudley St @ Clifton St,42.318783,-71.069142
Uphams Corner,Uphams Corner,42.31867,-71.069072
1481,Dudley St @ Belden St,42.317531,-71.066085
2910,Columbia Rd @ Dudley St,42.317146,-71.065137
2933,Columbia Rd @ Stoughton St,42.317027,-71.064813
2911,Columbia Rd @ Bird St,42.314688,-71.067432
1335,Humboldt Ave @ ML King Blvd,42.319237,-71.085952
406,Warren St @ ML King Blvd,42.318133,-71.08212
1334,Humboldt Ave @ Humboldt Ct,42.318535,-71.086093
1346,Humboldt Ave @ Townsend St,42.317134,-71.08655
1572,Blue Hill Ave @ Julian St,42.319177,-71.077688
1583,Blue Hill Ave @ Quincy St,42.314697,-71.078834
390,Warren St @ Quincy St,42.316257,-71.082891
13321,Townsend St @ Warren St,42.316456,-71.083459
1345,Humboldt Ave @ Munroe St,42.31808,-71.086321
15661,Blue Hill Ave @ Lawrence Ave,42.313396,-71.079497
1569,Blue Hill Ave @ Quincy St,42.314494,-71.078817
1584,Blue Hill Ave @ Gaston St,42.313309,-71.079686
44,E Broadway @ H St,42.335548,-71.041754
22,E Broadway @ H St,42.335457,-71.04167
43,E Broadway @ I St,42.335594,-71.039686
14,Dorchester St @ Dorchester Ave,42.329603,-71.056819
70084,Andrew - Inbound,42.330154,-71.057655
35201,Old Colony Ave @ McDonough Way,42.328495,-71.052689
25203,Old Colony Ave opp Gavin Way,42.326724,-71.052197
261,E 8th St @ G St,42.331243,-71.043908
281,E 8th St @ H St,42.331405,-71.041311
52,Dorchester St @ Dorchester Ave,42.32974,-71.056808
35202,Preble St @ Dorchester Ave,42.32952,-71.056826
place-aqucl,Aquarium,42.359784,-71.051652
11218,Congress St @ A St,42.350434,-71.048494
215,Northern Ave opp Federal Courthouse,42.353433,-71.047089
2215,B St @ Seaport Blvd,42.350301,-71.042814
890,Summer St @ WTC Ave,42.347405,-71.044125
224,Atlantic Ave @ State St-Marriott Hotel,42.359567,-71.051725
Boat-Long,"Long Wharf, Boston",42.360018,-71.050247
30235,Atlantic Ave @ Commercial Wharf,42.362334,-71.051095
North Station,North Station,42.365551,-71.061251
113,Causeway St @ Canal St,42.365577,-71.06129
1363,Huntington Ave @ Fenwood Rd,42.333739,-71.105717
70252,Fenwood Road - Inbound,42.333706,-71.105728
11799,Ave Louis Pasteur @ The Fenway,42.340274,-71.100979
1806,Brookline Ave @ The Fenway,42.342626,-71.103291
1777,Brookline Ave @ Pilgrim Rd,42.342648,-71.103431
1520,Brookline Ave @ Park Dr,42.343427,-71.102579
1780,Longwood Ave @ Blackfan St,42.337646,-71.10499
1804,Brookline Ave @ Longwood Ave,42.339006,-71.107116
1559,Brookline Ave @ Deaconess Rd,42.337877,-71.108336
1805,Brookline Ave opp Short St,42.340427,-71.105568
1523,Brookline Ave @ Francis St,42.336893,-71.109515
1521,Brookline Ave @ Longwood Ave,42.338829,-71.107465
70182,Longwood - Inbound,42.341145,-71.110451
1260,Columbus Ave @ New Cedar St,42.328067,-71.09731
1755,Heath St @ Wensley St,42.326453,-71.100404
1262,Columbus Ave @ Heath St,42.325028,-71.098483
1752,Heath St @ Parker St,42.326069,-71.100399
1154,Heath St @ Bromley St,42.325366,-71.099579
1219,Columbus Ave @ Centre St,42.325015,-71.09808
70007,Jackson Square - Inbound,42.323132,-71.099592
1264,Columbus Ave @ Amory St,42.322363,-71.098628
1753,34 Heath St opp Bromley St,42.325262,-71.099639
1216,Columbus Ave @ Dimock St,42.319449,-71.09816
1166,Washington St @ Cobden St,42.317579,-71.096449
1332,Humboldt Ave @ Townsend St,42.316934,-71.086503
1186,Washington St @ Bragdon St,42.317415,-71.096775
1265,Columbus Ave @ Dimock St,42.319662,-71.09854
1215,Columbus Ave @ Bray St,42.317244,-71.098115
1165,Washington St @ W Walnut Pk,42.316446,-71.097563
1267,Columbus Ave @ Washington St,42.315895,-71.098397
1266,Columbus Ave @ W Walnut Pk,42.317066,-71.098434
1925,Kilmarnock St @ Queensberry St,42.342318,-71.099287
952,Commonwealth Ave @ Granby St,42.349831,-71.103801
70146,Boston Univ East - Inbound,42.349735,-71.103889
939,Commonwealth Ave @ Hinsdale St,42.349397,-71.103055
9441,Brookline Ave @ Boylston St,42.343419,-71.102432
9434,Park Dr @ Fenway Sta,42.345394,-71.104187
11520,Park Dr @ Fenway Sta,42.343905,-71.103283
2934,Columbia Rd @ Annabel St,42.318446,-71.063442
1479,Hancock St @ Jerome St,42.31491,-71.065813
1480,Columbia Rd @ Hancock St,42.316363,-71.065765
1503,Columbia Rd opp Cushing Ave,42.31678,-71.065682
11501,Dudley St @ Virginia St,42.317585,-71.066499
